[2024-11-30 20:05:03] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:24] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:25] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:26] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:26] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:27] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:28] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:28] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:28] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:28] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:28] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:28] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:28] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:29] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:29] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:30] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:31] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:31] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:32] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:32] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:32] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:32] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:32] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:32] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:33] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:34] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:34] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:35] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:35] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:36] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:36] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:36] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:36] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:37] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:38] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:38] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:38] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:38] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:39] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:40] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:40] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:41] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:41] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:42] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:42] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:42] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:42] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:43] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:43] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:44] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
